joke,semantic_word_1,semantic_word_2,semantic_word_3
anyone can sit here and buy you drinks. i want to buy you dinner!,anyone,you,i
"men are like placemats, they only show up when there has / there is food on the table.",when,,
"math problems were invented by men, just so women would be wrong some of the time.",,,
"hi, welcome to dating. these are your two options:1. stay together forever 2. break up no pressure.",your,no,
"even if you were eaten, there will still be a two way out.",you,,
winter's coming so i am knitting you a muffler. what size is your mouth?,i,you,what
how do you scare a snowman? you get a hairdryer!,how,you,
"he is known as a miracle comic. if he has / he is funny, it has / it is a miracle!",,,
"men and women were created equal, but women continued to improve.",improve,,
what has / what is a monsters favorite desert? i-scream!,what,,
i am one bottle of shower gel away from being able to open my own christmas gift shop in my shower.,i,my,
i shall / i will show you where easter eggs come from -- you may be surprised!,i,you,
did it hurt when you fell down from heaven?,you,,
what has eight arms and an iq of 80? four girls drinking on st patricks day!,what,,
what do you call a gay ginger? flaming.,what,,
are you greek? because you look like a goddess to me?,you,me,
what kind of key opens a casket? a skeleton key.,what,,
what do you do when your dishwasher stops working? yell at her.,you,stops,
your eyes are as blue as my toilet water at home.,your,my,
the best thing about women is how they can tell you what you really mean when you say something...,you,when,
"hi, i am a zombie, can i eat you out?",i,you,
if you win three games of twister in a row you are automatically a yoga instructor.,you,,
you better hope you marry rich.,you,,
what do you call santa's helpers? subordinate clauses.,what,,
"is that a higgs boson in your pocket, or are you just happy to see me?",your,me,
"i did not do it, nobody saw me do it, you can not prove anything.",i,nobody,you
there has / there is something actionable in your pants.,your,,
what do you call always having a date for new year's eve? social security.,what,always,
what do you call a man with half a brain? gifted.,what,,
uber lost over a billion dollars in the last six months so they are asking their drivers to check between the seat cushions.,between,,
do you have 11 protons? cause your sodium fine.,you,,
if i were a dog would you help me bury my bone?,i,you,
what happened when the two angels got married? they lived harpily ever after!,what,,
you are the reason why women earn 75 cents to the dollar.,you,why,
i have more talent in my smallest fart than you have in your entire body.,i,smallest,your
one good thing about graduation is that you get to wear a funny hat that makes your brain look larger than it actually is.,you,larger,
"if i got a penny for everyone i have met who is as beautiful as you, i had / i would have all the money in the world.",i,everyone,you
it is true that you may fool all of the people some of the time; you can even fool some the people all of the time; but you can not fool all of the people all of the time.,you,all,can not
why is a laundromat a really bad place to pick up a woman? because a woman who can not even afford a washing machine will probably never be able to support you.,why,can not,never
how about a month filled with stress and obligation? - pitch for december,,,
i live in a hutch filled with vibrating cedar chips,i,,
"i thought i wanted a career, turns out i just wanted paychecks.",i,,
do you like the internet? cause i can put you on there if you come back to my place.,you,i,
how do you get off a non-stop flight?,how,,
i am in the mood to multiply,i,,
why was not the vampire working? he was on his coffin break.,why,,
a girl never comments on another unless she has / she is jealous.,never,another,
"you must be from pearl harbor, 'because baby, you are the bomb.",you,,
"couple beside me in restaurant are on a blind date; they both love dogs, sushi, and looking at tinder while the other one is in the restroom.",me,,
what did the turkeys sing on thanksgiving day? god save the kin.,what,,
why do people wear shamrocks on st. patrick's day? regular rocks are too heavy.,why,,
what kind of tie does a ghost wear to a formal party? a boo-tie.,what,,
winter is natures way of telling you to polish.,you,,
"i like jesus but he loves me, so it has / it is awkward.",i,,
"love is like peeing yourself, everyone can see but only you feel the warmth.",everyone,you,
"there has / there is good climate in heaven, but a better company in hell.",,,
there has / there is a lot of pretty woman at spring because during other seasons you appreciate them with your brain.,you,,
"baby, you have bought yourself a cruise on the love boat. i shall / i will be your captain.",you,i,
"she has / she is so wrinkled, her mother was a shar pei.",,,
did you hear vaseline is coming out with new labels for its petroleum jelly? they are going to have a picture of missing gerbils on it.,you,,
do not let an extra chromosome get you down.,do not,you,
